time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-03 00:00:00+00:00,6,4,31,14
2026-09-04 00:00:00+00:00,8,3,31,14
2026-09-05 00:00:00+00:00,1,1,10,10
2026-09-06 00:00:00+00:00,2,2,7,3
2026-09-07 00:00:00+00:00,156,2,22,9
2026-09-08 00:00:00+00:00,7,6,31,17
2026-09-09 00:00:00+00:00,2,2,86,36
2026-09-10 00:00:00+00:00,7,7,41,22
2026-09-11 00:00:00+00:00,55,27,37,23
2026-09-12 00:00:00+00:00,89,33,16,16
2026-09-13 00:00:00+00:00,2058,29,17,6
2026-09-14 00:00:00+00:00,53,31,54,13
2026-09-15 00:00:00+00:00,22,16,53,18
2026-09-16 00:00:00+00:00,9,4,35,11
