time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-23 00:00:00+00:00,4,4,5,3
2026-08-24 00:00:00+00:00,9,6,17,8
2026-08-25 00:00:00+00:00,10,9,64,13
2026-08-26 00:00:00+00:00,9,8,56,24
2026-08-27 00:00:00+00:00,8,6,16,13
2026-08-28 00:00:00+00:00,7,5,43,10
2026-08-29 00:00:00+00:00,3,1,1,1
2026-08-30 00:00:00+00:00,1,1,3,2
2026-08-31 00:00:00+00:00,5,3,36,3
2026-09-01 00:00:00+00:00,3,2,40,10
2026-09-02 00:00:00+00:00,2,2,18,13
2026-09-03 00:00:00+00:00,6,4,31,14
2026-09-04 00:00:00+00:00,8,3,31,14
2026-09-05 00:00:00+00:00,1,1,10,10
